-18.951 0.0011549 0.08015 0.49892 0.0044732 0.37077 0.0084005 0.0027289 -54.978 0.035871 0.0029209 0.011676 -4.7683 0.2068 303.44 55.722 9.9788
-20.899 0.0019536 0.13444 0.22024 0.0019635 0.54989 0.00052572 0.0049335 -45.746 0.031057 0.017569 0.01906 1.6872 0.24312 315.24 40.078 23.353
-13.267 0.0011707 0.064119 0.12614 0.0019497 0.44768 0.01177 0.0045854 -53.476 0.025758 0.011517 0.017524 -2.1452 0.40023 485.36 45.193 48.293
-14.415 0.0019847 0.078177 0.21711 0.00099829 0.051015 0.0027046 0.0064012 -42.051 0.049576 0.0014136 0.019488 0.22456 0.37146 342.37 72.592 38.503
-15.893 0.0018815 0.048517 0.42091 0.0046281 0.34088 0.010804 0.006079 -45.844 0.036836 0.015841 0.013962 -3.9943 0.44423 487.9 68.118 42.595
-18.604 0.0019461 0.036921 0.46129 0.0019566 0.75905 0.019999 0.0039192 -51.486 0.051111 0.041322 0.012489 -2.3214 0.37781 91.094 22.862 37.765
-15.688 0.0015368 0.16874 0.19321 0.0033508 0.31731 0.014565 0.0079855 -48.301 0.0097057 0.015509 0.012949 1.531 0.2744 593.47 63.961 37.846
-15.224 0.0017071 0.060118 0.38549 0.0011815 0.90288 0.0099883 0.003511 -50.245 0.014466 0.032169 0.014293 -4.9092 0.28967 467.07 28.145 29.479
-17.749 0.0010072 0.014403 0.24492 0.0019618 0.44054 0.0060824 0.0062384 -54.044 0.050348 0.01096 0.018409 0.79182 0.36189 264.29 50.398 42.507
-22.222 0.0019266 0.092048 0.45294 0.0044696 0.048433 0.013954 0.0060465 -50.078 0.035701 0.0010274 0.011508 -3.7193 0.4197 538.07 61.39 63.182
-14.564 0.0016724 0.0046633 0.1945 0.0010842 0.093342 0.017422 0.00068694 -49.944 0.0021822 0.028395 0.015862 1.0653 0.3904 387.07 68.852 33.036
-15.477 0.0018596 0.0021326 0.12496 0.0032024 0.49926 0.011175 0.0043592 -50.287 0.014916 0.0045928 0.01989 -5.0479 0.25082 411.07 67.161 29.317
-20.318 0.0017364 0.13433 0.049276 0.0001767 0.958 0.018794 0.0017066 -52.367 0.028324 0.006896 0.0169 -3.9724 0.40101 106.24 22.819 44.688
-15.967 0.0014997 0.048878 0.34039 0.003603 0.47152 0.017744 0.0064528 -46.456 0.033701 0.012849 0.019824 -6.2233 0.44318 258.47 44.018 42.152
-15.234 0.0015003 0.09589 0.17869 0.0017361 0.43405 0.007867 0.0069575 -53.458 0.049289 0.010203 0.014098 1.9696 0.25715 406.74 66.874 44.368
-22.214 0.0012774 0.17631 0.23348 0.0039594 0.20253 0.0073461 0.0025287 -51.461 0.024825 0.033498 0.01943 0.53465 0.43567 338.24 62.351 36.484
-17.992 0.0018491 0.06467 0.44047 0.0019982 0.7959 0.017577 0.0035092 -54.777 0.033434 0.027334 0.013776 1.2633 0.37553 60.445 16.949 47.037
-21.564 0.0015043 0.19014 0.41348 0.0049302 0.64768 0.013923 0.0069288 -53.419 0.050991 0.021693 0.015201 -6.0127 0.43128 212.35 52.146 31.87
-18.576 0.0012466 0.17431 0.16191 0.00019604 0.59486 0.010842 0.0067 -50.929 0.036629 0.033289 0.015141 1.2831 0.38483 130.66 40.075 29.299
-18.668 0.0017087 0.07417 0.12324 9.486e-05 0.41859 0.013762 0.0056375 -41.691 0.024528 0.012894 0.015166 -0.38309 0.23422 334.42 41.934 24.846
-17.47 0.0018498 0.014767 0.049052 0.0012817 0.45493 0.018973 0.0070331 -47.676 0.058969 0.015384 0.018372 -2.5404 0.38768 233.41 54.065 29.169
-19.287 0.0018496 0.020811 0.33217 0.0037383 0.35774 0.0014249 0.0039626 -42.646 0.050625 0.018111 0.012964 -6.8304 0.41883 466.25 63.082 41.118
-14.57 0.0010945 0.058568 0.13121 0.0017148 0.11679 0.0068167 0.0066925 -53.515 0.018824 0.0093232 0.015681 -4.7738 0.30353 427.63 58.037 50.068
-13.642 0.00138 0.098051 0.37432 0.0035496 0.22288 0.0021575 0.0050627 -49.48 0.043509 0.0053153 0.011894 -2.1877 0.23297 332.46 67.036 22.169
-22.598 0.0017782 0.096456 0.36228 0.0020393 0.67352 0.0074041 0.0047705 -43.414 0.0041439 0.016882 0.014632 1.6452 0.29538 381.35 68.534 12.978
-22.759 0.0011658 0.14321 0.29245 0.0023195 0.51125 0.01512 0.0078104 -52.659 0.056125 0.024976 0.014431 2.4657 0.34271 361.39 73.837 34.458
-18.092 0.0019711 0.041234 0.075053 0.0019597 0.30243 0.012818 0.00048894 -43.49 0.002901 0.0021185 0.0092355 1.9659 0.20133 325.44 30.226 32.48
-17.511 0.0018974 0.15831 0.39738 8.9241e-05 0.62008 0.010905 0.0079536 -41.847 0.024232 0.0047916 0.012053 2.9987 0.24438 289.84 39.971 27.805
-22.079 0.0018434 0.10293 0.076778 0.00067576 0.37192 0.0041265 0.0074429 -54.01 0.02456 0.027011 0.0070746 -5.5677 0.3126 235.65 67.443 36.767
-17.54 0.0017933 0.13536 0.085588 0.00065322 0.71255 0.0039681 0.0066026 -50.92 0.053039 0.033829 0.019563 2.0867 0.26705 553.16 70.146 25.056
-19.334 0.0019415 0.0022498 0.11528 0.0010681 0.51978 0.015425 0.0012079 -42.327 0.048288 0.047016 0.015662 -5.2725 0.25447 432.02 53.718 14.647
-20.574 0.0018442 0.19037 0.3487 0.001917 0.84639 0.014242 0.0036614 -51.686 0.033079 0.029959 0.017983 -3.2906 0.34944 414.61 57.587 29.688
-15.817 0.0014501 0.17229 0.26135 0.0011894 0.58485 0.005977 0.0044551 -52.811 0.0040508 0.039859 0.013545 -2.5688 0.43276 273.17 54.264 27.484
-21.928 0.0015104 0.11075 0.30986 0.00029499 0.50166 0.01766 0.0073464 -51.311 0.0090397 0.021611 0.0043651 -2.3976 0.26186 312.41 67.175 39.473
-22.695 0.0016476 0.18049 0.35325 0.0013775 0.50216 0.01741 0.0061638 -52.087 0.040196 0.00043663 0.01408 -6.2896 0.41397 81.589 18.31 45.881
-18.678 0.0017215 0.033977 0.21022 5.1321e-05 0.26329 0.0041816 0.0017674 -52.183 0.03965 0.00042622 0.011887 -3.7609 0.30683 540.24 61.534 37.512
-19.993 0.0014092 0.12959 0.27731 0.0010833 0.076267 0.0053866 0.0062631 -47.199 0.026525 0.00056684 0.019201 -3.6967 0.39278 335.95 33.784 46.287
-16.028 0.0017105 0.12875 0.41614 0.0015842 0.96175 0.010607 0.0056907 -50.808 0.028667 0.031559 0.014808 -3.6995 0.39806 234.93 51.431 25.394
-15.111 0.0019031 0.14087 0.26955 0.0016329 0.62476 0.010663 0.001894 -54.613 0.0058872 0.0045595 0.015939 -2.0187 0.2267 194.22 19.916 34.058
-20.487 0.001132 0.092953 0.15579 0.0011549 0.59491 0.00093932 0.0037919 -53.876 0.026759 0.02988 0.013023 0.021771 0.3276 359.77 64.82 20.967
-16.861 0.0018618 0.12653 0.10356 0.00024687 0.77889 0.0047082 0.0042805 -54.874 0.027989 0.057617 0.018375 2.8017 0.4026 310.28 70.367 25.264
-13.726 0.0016465 0.18287 0.31867 0.0014829 0.25071 0.014465 0.0057124 -52.705 0.047801 0.015287 0.01671 2.2917 0.24851 180.37 49.571 19.862
-16.051 0.0016477 0.16715 0.45518 0.0012557 0.97269 0.0039597 0.0039844 -52.645 0.0034544 0.050404 0.018506 -3.7425 0.36879 539.58 31.225 37.641
-19.536 0.0011802 0.18886 0.49374 0.0048329 0.60278 0.018805 0.0073314 -53.594 0.050626 0.0005531 0.016168 -1.8582 0.33373 487.59 45.368 51.703
-20.82 0.0018119 0.025418 0.13524 0.00010514 0.28963 0.014566 0.0047165 -40.144 0.015211 0.0088745 0.0031747 -0.55825 0.27354 119.48 27.947 23.11
-13.577 0.0010935 0.016641 0.22899 0.0010015 0.014407 0.017844 0.003635 -49.955 0.055366 0.002992 0.018612 -5.1422 0.33294 301.71 48.594 37.507
-22.594 0.001671 0.19844 0.36681 0.00084707 0.40176 0.0044944 0.0056376 -51.395 0.020606 0.010635 0.015443 0.39712 0.3466 202.68 44.038 42.693
-20.585 0.0010098 0.10904 0.22625 0.00055919 0.1994 0.012215 0.0018649 -54.536 0.012766 0.018815 0.013387 -3.3332 0.28874 405.03 62.083 15.191
-15.335 0.0014012 0.082082 0.11734 0.001784 0.78524 0.016787 0.0038518 -54.885 0.05296 0.030929 0.015164 -0.68739 0.28678 398.65 71.864 15.321
-19.707 0.0017003 0.054938 0.30855 0.0023895 0.74988 0.012069 0.0074812 -48.472 0.037469 0.043121 0.017527 -4.6622 0.31941 395.17 59.236 26.543
-13.169 0.0019774 0.13709 0.27962 0.001378 0.1431 0.010659 0.0068535 -42.951 0.0020709 0.00094017 0.0147 -0.74992 0.31115 297.35 62.17 46.82
-13.053 0.001911 0.091815 0.23427 0.001241 0.61175 0.017705 0.0042416 -39.173 0.042788 0.046781 0.013568 1.4222 0.28702 249.68 37.903 22.413
-14.62 0.0012384 0.18028 0.41849 0.0020561 0.63575 0.0068237 0.0045734 -46.78 0.025985 0.00052685 0.0070443 -0.24505 0.28892 292.1 62.614 12.65
-13.401 0.0018329 0.1778 0.17077 0.00095866 0.1518 0.011309 0.0033974 -45.63 0.027412 0.0092286 0.013751 -1.6008 0.29436 265.26 47.565 38
-21.172 0.001755 0.037296 0.44957 6.6286e-05 0.55049 0.013956 0.0048701 -47.459 0.017691 0.032714 0.015631 -2.4221 0.29074 211.03 27.277 24.2
-17.447 0.0018323 0.088007 0.27193 0.001634 0.89081 0.0049296 0.0076436 -49.202 0.03967 0.017177 0.011838 1.3535 0.3688 112.11 26.52 46.513
-22.044 0.0013125 0.090809 0.1729 0.001487 0.082835 0.019529 0.0074668 -35.406 0.0090017 0.011821 0.01633 1.9137 0.29812 419.13 54.848 27.114
-14.348 0.0018061 0.058887 0.36361 0.0020958 0.55068 0.016975 0.0072856 -52.154 0.018217 0.004618 0.018398 2.8923 0.21419 182.44 24.461 36.597
-13.242 0.0015136 0.14979 0.40071 0.0015295 0.30929 0.014077 0.0053249 -54.583 0.051357 0.03029 0.013494 2.7023 0.26949 275.31 53.18 35.367
-15.094 0.0019853 0.13626 0.34529 0.0012392 0.47907 0.0059421 0.0045896 -46.532 0.055001 0.050477 0.019523 1.6971 0.30464 525.74 56.781 33.018
-14.818 0.0015066 0.10831 0.48117 0.0023937 0.85063 0.012329 0.0036818 -54.712 0.0017243 0.031207 0.015932 -0.33276 0.2463 534.86 39.92 31.081
-20.511 0.0013046 0.19166 0.46288 0.0025038 0.19768 0.0090133 0.0052205 -50.142 0.011023 0.010217 0.017622 -0.80903 0.27352 339.74 41.296 33.166
-18.357 0.0017036 0.18909 0.37936 0.0018887 0.50358 0.015444 0.0059064 -49.052 0.057569 0.018756 0.019112 1.1584 0.42413 531.28 71.818 50.874
-18.424 0.0019003 0.18232 0.012777 0.00016427 0.38115 0.015146 0.00088593 -36.426 0.031108 0.036866 0.01719 -0.31297 0.43348 305.08 47.959 33.653
-18.784 0.0015983 0.078532 0.35449 0.0042802 0.12221 0.016842 0.0060377 -47.462 0.0038888 0.00070698 0.018497 -6.0578 0.42428 337.12 55.154 52.026
-14.962 0.0017711 0.17381 0.44656 0.0011635 0.83132 0.016897 0.0075713 -52.44 0.053387 0.018881 0.016002 0.33296 0.2185 169.8 16.086 27.594
